City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
144,Takoradi,GH,2021-11-22 13:51:48,4.8845,-1.7554,84.42,70,95,8.14
145,Bereda,ES,2021-11-22 13:51:48,43.2686,-7.5406,50.92,100,100,10.27
146,Chuy,UY,2021-11-22 13:51:48,-33.6971,-53.4616,87.33,32,53,13.35
147,Zhigansk,RU,2021-11-22 13:51:49,66.7697,123.3711,-30.28,99,98,6.8
148,Torbay,CA,2021-11-22 13:51:49,47.6666,-52.7314,39.76,73,20,6.91
149,Ankazoabo,MG,2021-11-22 13:51:49,-22.2833,44.5167,95.9,24,55,9.51
150,Brighton,GB,2021-11-22 13:51:50,50.8284,-0.1395,52.12,69,20,15.01
151,Bijie,CN,2021-11-22 13:51:50,27.3125,105.2942,36.95,99,100,3.67
152,Lebu,CL,2021-11-22 13:51:50,-37.6167,-73.65,59.83,71,100,18.3
153,Yankton,US,2021-11-22 13:51:51,42.8711,-97.3973,27.12,68,1,5.75
154,Sitka,US,2021-11-22 13:51:51,57.0531,-135.33,39.09,87,90,12.66
155,Qasigiannguit,GL,2021-11-22 13:51:51,68.8193,-51.1922,7.21,96,66,4.88
156,Lorengau,PG,2021-11-22 13:51:52,-2.0226,147.2712,81.52,79,52,8.03
157,Kolno,PL,2021-11-22 13:51:52,53.4115,21.9291,37.51,69,57,6.11
158,Tshikapa,CD,2021-11-22 13:51:53,-6.4167,20.8,86.16,55,74,5.99
159,Ostrovnoy,RU,2021-11-22 13:51:53,68.0531,39.5131,28.87,75,100,22.28
160,Souillac,MU,2021-11-22 13:51:53,-20.5167,57.5167,82.78,57,20,8.05
161,Sampit,ID,2021-11-22 13:51:54,-2.5333,112.95,74.82,96,97,3.06
162,Qaanaaq,GL,2021-11-22 13:51:54,77.484,-69.3632,-11.9,78,64,6.67
163,Marawi,PH,2021-11-22 13:51:54,7.9986,124.2928,69.66,95,100,1.83
164,Barabinsk,RU,2021-11-22 13:51:55,55.3571,78.357,29.73,93,100,26.02
165,Methven,NZ,2021-11-22 13:51:55,-43.6333,171.65,50.47,99,100,1.92
166,Ponta Do Sol,PT,2021-11-22 13:51:55,32.6667,-17.1,76.71,81,18,11.23
167,Fuxin,CN,2021-11-22 13:51:56,42.0156,121.6589,18.19,66,0,12.57
168,Sao Filipe,CV,2021-11-22 13:51:56,14.8961,-24.4956,80.87,69,12,10.0
169,San Cristobal,VE,2021-11-22 13:51:56,7.7669,-72.225,69.98,56,98,2.21
170,Mareeba,AU,2021-11-22 13:51:57,-17.0,145.4333,72.45,88,15,2.57
171,Oyama,JP,2021-11-22 13:51:57,36.3,139.8,58.89,78,100,2.91
172,Grants,US,2021-11-22 13:51:57,35.1473,-107.8514,17.83,73,1,9.22
173,Talcahuano,CL,2021-11-22 13:51:58,-36.7167,-73.1167,65.88,63,0,14.97
174,Nelson Bay,AU,2021-11-22 13:51:58,-32.7167,152.15,65.1,94,97,1.99
175,Brownsville,US,2021-11-22 13:51:58,25.9018,-97.4975,66.15,88,90,13.8
176,San Pedro,PH,2021-11-22 13:51:59,14.35,121.0167,83.43,78,40,2.3
177,Georgetown,MY,2021-11-22 13:51:59,5.4112,100.3354,80.53,94,40,0.0
178,Kofele,ET,2021-11-22 13:51:59,7.0667,38.7833,62.37,53,100,2.55
179,Cairns,AU,2021-11-22 13:52:00,-16.9167,145.7667,77.07,84,40,3.44
180,Provideniya,RU,2021-11-22 13:52:00,64.3833,-173.3,0.23,82,1,9.08
181,Walvis Bay,NA,2021-11-22 13:52:00,-22.9575,14.5053,70.75,56,0,12.66
182,Ilebo,CD,2021-11-22 13:52:01,-4.3167,20.5833,86.81,54,91,4.23
183,Vanimo,PG,2021-11-22 13:52:01,-2.6741,141.3028,78.58,87,100,2.35
184,Lagoa,PT,2021-11-22 13:53:01,39.05,-27.9833,64.74,78,100,26.75
185,Ayan,RU,2021-11-22 13:53:02,56.45,138.1667,11.61,74,100,12.88
186,Gazanjyk,TM,2021-11-22 13:53:02,39.2446,55.5154,57.27,42,97,10.4
187,Isla Vista,US,2021-11-22 13:49:40,34.4133,-119.861,68.9,21,0,5.64
188,Ilulissat,GL,2021-11-22 13:53:03,69.2167,-51.1,10.65,96,100,4.23
